"sitenum","latitude","longitude","year","chla","sst","upwelling"
18,43.2999992370605,-124.400001525879,1999,4.40495428868702,12.0349796696713,-35.1324501037598
17,43.310001373291,-124.393333435059,1999,4.40495428868702,12.0349796696713,-35.1324501037598
16,43.3300018310547,-124.374000549316,1999,3.03203001618385,12.0684373378754,-35.1324501037598
19,41.060001373291,-124.150001525879,1999,3.93893941549154,12.0015279906137,11.0253953933716
15,44.2000007629395,-124.110000610352,1999,5.48234683817083,12.1484858023154,-39.8842258453369
14,44.218334197998,-124.110000610352,1999,5.48234683817083,12.1273860931396,-39.8842258453369
13,44.2425012588501,-124.110000610352,1999,5.63273411326938,12.1273860931396,-39.8842258453369
20,40.0200004577637,-124.073333740234,1999,3.09836619430118,12.1494658191999,15.0970830917358
12,44.7466672261556,-124.059997558594,1999,4.88790398836136,11.9734980492365,-40.180534362793
11,44.8066673278809,-124.059997558594,1999,4.7631959438324,12.109477752863,-40.180534362793
10,44.8266677856445,-124.056666056315,1999,4.3641511797905,12.0638677645952,-40.180534362793
8,45.9300003051758,-123.986666361491,1999,5.24789791107178,12.6824159854796,-35.7250671386719
23,39.3400001525879,-123.819999694824,1999,2.51374076472388,12.5125272099565,28.4498748779297
22,39.4149990081787,-123.809997558594,1999,2.89198867976665,12.5046629538903,28.4498748779297
24,39.272500038147,-123.7975025177,1999,2.42583335439364,12.4864773533561,28.4498748779297
21,39.5974988937378,-123.779998779297,1999,3.82318528493245,12.3862619111032,15.0970830917358
2,48.3375005722046,-124.687501907349,2000,4.3845333258311,9.6737381362915,-57.6866073608398
3,48.3133341471354,-124.660003662109,2000,4.158833305041,9.57509701902216,-57.6866073608398
4,47.939998626709,-124.658336639404,2000,9.5587500333786,10.6107223789866,-57.6866073608398
1,48.3891661961873,-124.650001525879,2000,3.4601111014684,9.55517507482458,-57.6866073608398
5,47.8699989318848,-124.599998474121,2000,11.3688125312328,10.5557873310187,-57.6866073608398
6,47.8600006103516,-124.569999694824,2000,11.9475455284119,10.5977385838827,-57.6866073608398
18,43.2999992370605,-124.400001525879,2000,2.43021427733558,10.8342960221427,-32.744499206543
17,43.310001373291,-124.393333435059,2000,2.43021427733558,10.8342960221427,-32.744499206543
16,43.3300018310547,-124.374000549316,2000,2.44458330670993,10.8807244982038,-32.744499206543
19,41.060001373291,-124.150001525879,2000,3.18383335073789,10.7652758156381,74.6121196746826
15,44.2000007629395,-124.110000610352,2000,5.97045447067781,10.8388880428515,-43.020206451416
14,44.218334197998,-124.110000610352,2000,5.97045447067781,10.86146713558,-43.020206451416
13,44.2425012588501,-124.110000610352,2000,5.89744434754054,10.86146713558,-43.020206451416
20,40.0200004577637,-124.073333740234,2000,1.31533333328035,11.4743411437325,93.6817855834961
12,44.7466672261556,-124.059997558594,2000,4.73800003528595,10.7699069755022,-44.420166015625
11,44.8066673278809,-124.059997558594,2000,4.69420003890991,10.8339756835591,-44.420166015625
10,44.8266677856445,-124.056666056315,2000,4.77650010585785,10.6858714666122,-44.420166015625
50,45.9133326212565,-123.976669311523,2000,9.44787496328354,10.9381000829297,-35.5444183349609
9,45.7700004577637,-123.970001220703,2000,8.27544440163506,10.698110888986,-35.5444183349609
51,45.7549991607666,-123.965000152588,2000,8.10224992036819,10.698110888986,-35.5444183349609
23,39.3400001525879,-123.819999694824,2000,1.28922218746609,11.4521283626556,94.7017784118652
22,39.4149990081787,-123.809997558594,2000,1.39512495696545,11.399695672487,94.7017784118652
24,39.272500038147,-123.7975025177,2000,1.21433330575625,11.5091172781858,94.7017784118652
21,39.5974988937378,-123.779998779297,2000,1.45936361226169,11.1309980852851,93.6817855834961
25,38.3833325703939,-123.086664835612,2000,3.38642859458923,10.5120497905847,92.1481399536133
27,38.310001373291,-123.069999694824,2000,3.22069998979568,10.6260888058206,92.1481399536133
26,38.3199996948242,-123.069999694824,2000,3.22069998979568,10.642555013616,92.1481399536133
28,36.5099983215332,-121.946665445964,2000,2.45380000273387,12.1673199913718,120.816497802734
29,36.4799995422363,-121.940002441406,2000,1.70621428319386,12.1673199913718,118.223621368408
30,36.4466667175293,-121.923332214355,2000,1.58733333481683,12.1764201250943,118.223621368408
31,35.6599998474121,-121.279998779297,2000,1.21466664473216,12.4770957535388,118.223621368408
32,35.6300010681152,-121.190002441406,2000,1.28353843322167,12.5069558786791,118.223621368408
33,35.6100006103516,-121.150001525879,2000,1.32487498223782,12.5154578420851,118.223621368408
34,34.4599990844727,-120.269996643066,2000,1.96986668904622,14.2872155877047,104.393695831299
35,34.4599990844727,-120.268179460005,2000,1.96986668904622,14.2872155877047,104.393695831299
36,34.4540008544922,-120.055999755859,2000,1.64392309922438,14.4386200612905,104.393695831299
37,34.060001373291,-119.850001017253,2000,1.28482609468958,14.4150327749031,104.393695831299
39,34.043332417806,-119.780001322428,2000,1.18273914378622,14.5458969950676,104.393695831299
38,34.0366655985514,-119.663335164388,2000,1.10715789543955,14.7418203000669,104.393695831299
43,33.4599990844727,-118.519996643066,2000,0.534375005712112,16.4981346254225,56.261531829834
44,33.4500007629395,-118.480003356934,2000,0.572000003109376,16.4769031391587,70.7193202972412
45,33.439998626709,-118.476669311523,2000,0.572000003109376,16.5385954472926,70.7193202972412
40,33.7599983215332,-118.419998168945,2000,1.43578573209899,16.0253874293545,56.261531829834
41,33.7099990844727,-118.309997558594,2000,1.4068823632072,16.0992603134691,56.261531829834
42,33.7000007629395,-118.286666870117,2000,1.4068823632072,16.2148936286805,56.261531829834
46,32.8400001525879,-117.279998779297,2000,0.849090914834629,17.3523430143084,85.1771087646484
47,32.8199996948242,-117.276664733887,2000,0.901400003830592,17.2868341777636,85.1771087646484
48,32.7116661071777,-117.25,2000,1.07716667155425,17.0534777360804,85.1771087646484
2,48.3375005722046,-124.687501907349,2001,4.24485717500959,11.0159784618177,-42.955810546875
3,48.3133341471354,-124.660003662109,2001,4.3077272718603,10.9833167094105,-42.955810546875
4,47.939998626709,-124.658336639404,2001,9.16525014241537,11.9586490052087,-42.955810546875
1,48.3891661961873,-124.650001525879,2001,3.70447057836196,10.8149355303857,-42.955810546875
5,47.8699989318848,-124.599998474121,2001,9.12793761491776,12.0470726123223,-42.955810546875
6,47.8600006103516,-124.569999694824,2001,9.3374546657909,12.2161993204161,-42.955810546875
18,43.2999992370605,-124.400001525879,2001,3.14300003222057,12.0808571796028,1.49654960632324
17,43.310001373291,-124.393333435059,2001,3.14300003222057,12.0808571796028,1.49654960632324
16,43.3300018310547,-124.374000549316,2001,3.0755000213782,12.0300693511963,1.49654960632324
19,41.060001373291,-124.150001525879,2001,8.06483340263367,11.6002393722534,66.7461071014404
15,44.2000007629395,-124.110000610352,2001,5.19661529247577,11.7094437525823,-10.8301124572754
14,44.218334197998,-124.110000610352,2001,5.19661529247577,11.8419684455508,-10.8301124572754
13,44.2425012588501,-124.110000610352,2001,5.14072717319835,11.8419684455508,-10.8301124572754
20,40.0200004577637,-124.073333740234,2001,2.49372728304429,11.6895260810852,72.7239418029785
12,44.7466672261556,-124.059997558594,2001,6.03100007772446,11.7666736994034,-26.0681619644165
11,44.8066673278809,-124.059997558594,2001,6.02981818806041,11.8121064014924,-26.0681619644165
10,44.8266677856445,-124.056666056315,2001,6.09111107720269,11.825171695036,-26.0681619644165
50,45.9133326212565,-123.976669311523,2001,7.34100008010864,12.439812335101,-28.979549407959
9,45.7700004577637,-123.970001220703,2001,6.53972734104503,12.2373666148032,-28.979549407959
51,45.7549991607666,-123.965000152588,2001,6.3372500538826,12.2373666148032,-28.979549407959
23,39.3400001525879,-123.819999694824,2001,3.60925000905991,12.0624167259703,61.816125869751
22,39.4149990081787,-123.809997558594,2001,3.82757146017892,12.0368228995282,61.816125869751
24,39.272500038147,-123.7975025177,2001,3.64036364988847,12.0772826004028,61.816125869751
21,39.5974988937378,-123.779998779297,2001,4.60460004806519,11.9903263794748,72.7239418029785
25,38.3833325703939,-123.086664835612,2001,7.85750010609627,11.5983232807469,58.5866661071777
27,38.310001373291,-123.069999694824,2001,7.39536369930614,11.8196320440255,58.5866661071777
26,38.3199996948242,-123.069999694824,2001,7.39536369930614,11.7705421807631,58.5866661071777
28,36.5099983215332,-121.946665445964,2001,3.51820001602173,12.483049436049,84.5350723266602
29,36.4799995422363,-121.940002441406,2001,2.35964286327362,12.483049436049,84.3648262023926
30,36.4466667175293,-121.923332214355,2001,2.14777778254615,12.4425197297877,84.3648262023926
31,35.6599998474121,-121.279998779297,2001,2.25484615564346,12.8794745733572,84.3648262023926
32,35.6300010681152,-121.190002441406,2001,2.1928571334907,12.9632622744586,84.3648262023926
33,35.6100006103516,-121.150001525879,2001,2.27077776193619,12.968474706014,84.3648262023926
34,34.4599990844727,-120.269996643066,2001,2.53013332684835,15.0393177520397,77.1861267089844
35,34.4599990844727,-120.268179460005,2001,2.53013332684835,15.0393177520397,77.1861267089844
36,34.4540008544922,-120.055999755859,2001,2.33384614724379,15.215952347736,77.1861267089844
37,34.060001373291,-119.850001017253,2001,1.86856521730838,15.1530266140783,77.1861267089844
39,34.043332417806,-119.780001322428,2001,1.56526087677997,15.3613958120346,77.1861267089844
38,34.0366655985514,-119.663335164388,2001,1.24063158662696,15.5774946801456,77.1861267089844
43,33.4599990844727,-118.519996643066,2001,0.434541667501132,17.2218665343065,45.4044151306152
44,33.4500007629395,-118.480003356934,2001,0.445416667809089,17.222194956637,57.3170413970947
45,33.439998626709,-118.476669311523,2001,0.445416667809089,17.3074984917274,57.3170413970947
40,33.7599983215332,-118.419998168945,2001,1.14935714006424,16.8874455813704,45.4044151306152
41,33.7099990844727,-118.309997558594,2001,1.14199999150108,17.0124153505292,45.4044151306152
42,33.7000007629395,-118.286666870117,2001,1.14199999150108,17.1104564979428,45.4044151306152
46,32.8400001525879,-117.279998779297,2001,0.944500009218852,17.1533616813453,69.2296676635742
47,32.8199996948242,-117.276664733887,2001,1.09170589201591,17.1626266479492,69.2296676635742
48,32.7116661071777,-117.25,2001,1.33200000865119,17.1249573389689,69.2296676635742
2,48.3375005722046,-124.687501907349,2002,6.18771416800363,9.16187326724713,-37.136116027832
3,48.3133341471354,-124.660003662109,2002,6.51354533975775,9.08634995399637,-37.136116027832
4,47.939998626709,-124.658336639404,2002,7.96883324782054,10.0820565725628,-37.136116027832
1,48.3891661961873,-124.650001525879,2002,5.8014705321368,8.97531629821001,-37.136116027832
5,47.8699989318848,-124.599998474121,2002,7.50324988365173,10.2188842079856,-37.136116027832
6,47.8600006103516,-124.569999694824,2002,7.85036351464011,10.1811143618364,-37.136116027832
18,43.2999992370605,-124.400001525879,2002,6.98123088249793,10.6031017005444,12.4590005874634
17,43.310001373291,-124.393333435059,2002,6.98123088249793,10.6031017005444,12.4590005874634
16,43.3300018310547,-124.374000549316,2002,6.55363646420566,10.6851449765657,12.4590005874634
19,41.060001373291,-124.150001525879,2002,9.80983328819275,10.6093830569037,94.8009185791016
15,44.2000007629395,-124.110000610352,2002,10.0552000761032,10.7724047937701,-1.2008752822876
14,44.218334197998,-124.110000610352,2002,10.0552000761032,10.8407515556582,-1.2008752822876
13,44.2425012588501,-124.110000610352,2002,10.2010000646114,10.8407515556582,-1.2008752822876
20,40.0200004577637,-124.073333740234,2002,4.01166660255856,11.0940813396288,100.205375671387
12,44.7466672261556,-124.059997558594,2002,7.35755546887716,11.4388609886169,-14.9968132972717
11,44.8066673278809,-124.059997558594,2002,7.35218175974759,11.3626415512779,-14.9968132972717
10,44.8266677856445,-124.056666056315,2002,7.24111098713345,10.9260946512222,-14.9968132972717
50,45.9133326212565,-123.976669311523,2002,15.0063000202179,11.8910716512929,-15.1328754425049
9,45.7700004577637,-123.970001220703,2002,12.7730769010691,11.427969455719,-15.1328754425049
51,45.7549991607666,-123.965000152588,2002,7.91320004463196,11.427969455719,-15.1328754425049
23,39.3400001525879,-123.819999694824,2002,5.99133337868585,11.3431780678885,80.826229095459
22,39.4149990081787,-123.809997558594,2002,4.96124994754791,11.3564927577972,80.826229095459
24,39.272500038147,-123.7975025177,2002,5.61566672722499,11.3707807660103,80.826229095459
21,39.5974988937378,-123.779998779297,2002,4.92318177223206,11.5044957074252,100.205375671387
25,38.3833325703939,-123.086664835612,2002,11.5030000805855,11.1794317364693,72.1989593505859
27,38.310001373291,-123.069999694824,2002,10.1696364012631,11.2824568571868,72.1989593505859
26,38.3199996948242,-123.069999694824,2002,10.1696364012631,11.2824568571868,72.1989593505859
28,36.5099983215332,-121.946665445964,2002,5.6074000676473,12.4263440837031,94.482032775879
29,36.4799995422363,-121.940002441406,2002,4.55214289256505,12.4263440837031,94.2251815795898
30,36.4466667175293,-121.923332214355,2002,4.66777775022719,12.416299646551,94.2251815795898
31,35.6599998474121,-121.279998779297,2002,3.02046150427598,13.0196747779846,94.2251815795898
32,35.6300010681152,-121.190002441406,2002,3.19785712446485,12.9980183570616,94.2251815795898
33,35.6100006103516,-121.150001525879,2002,3.23433335622152,12.9803544616699,94.2251815795898
34,34.4599990844727,-120.269996643066,2002,2.39766666889191,14.3730931668668,82.5877532958984
35,34.4599990844727,-120.268179460005,2002,2.39766666889191,14.3730931668668,82.5877532958984
36,34.4540008544922,-120.055999755859,2002,2.4329230601971,14.8943263159858,82.5877532958984
37,34.060001373291,-119.850001017253,2002,2.08056524266367,14.6321467208862,82.5877532958984
39,34.043332417806,-119.780001322428,2002,1.73273914534113,14.5812334275581,82.5877532958984
38,34.0366655985514,-119.663335164388,2002,1.43705263890718,14.7082945094389,82.5877532958984
43,33.4599990844727,-118.519996643066,2002,0.584625001996756,16.3472785701999,42.9312515258789
44,33.4500007629395,-118.480003356934,2002,0.592083336164554,16.3896164450535,57.1656532287598
45,33.439998626709,-118.476669311523,2002,0.592083336164554,16.4579515209446,57.1656532287598
40,33.7599983215332,-118.419998168945,2002,1.28542856233461,16.1444697088125,42.9312515258789
41,33.7099990844727,-118.309997558594,2002,1.3825882322648,16.1665322676949,42.9312515258789
42,33.7000007629395,-118.286666870117,2002,1.3825882322648,16.2074274283189,42.9312515258789
46,32.8400001525879,-117.279998779297,2002,0.976727279749784,16.1350016820998,71.4000549316406
47,32.8199996948242,-117.276664733887,2002,1.13646667003632,16.0231303373973,71.4000549316406
48,32.7116661071777,-117.25,2002,1.40375000486771,16.0201448572093,71.4000549316406
2,48.3375005722046,-124.687501907349,2003,3.33086670239766,9.14281068024812,-47.0436458587646
3,48.3133341471354,-124.660003662109,2003,3.28925005594889,8.95909134546916,-47.0436458587646
4,47.939998626709,-124.658336639404,2003,8.4810000260671,9.10836098329076,-47.0436458587646
1,48.3891661961873,-124.650001525879,2003,2.72194448444578,8.76253470881232,-47.0436458587646
5,47.8699989318848,-124.599998474121,2003,9.57281255722046,9.0173132610321,-47.0436458587646
6,47.8600006103516,-124.569999694824,2003,10.3878182497892,8.90095932890729,-47.0436458587646
18,43.2999992370605,-124.400001525879,2003,8.30469237841093,10.8821154413997,-11.5358324050903
17,43.310001373291,-124.393333435059,2003,8.30469237841093,10.8821154413997,-11.5358324050903
16,43.3300018310547,-124.374000549316,2003,8.48227279836481,10.952166557312,-11.5358324050903
19,41.060001373291,-124.150001525879,2003,7.69638477838956,10.8164419741244,48.5495433807373
15,44.2000007629395,-124.110000610352,2003,12.0539998014768,10.8318460567577,-22.0002903938293
14,44.218334197998,-124.110000610352,2003,12.0539998014768,10.8732307835629,-22.0002903938293
13,44.2425012588501,-124.110000610352,2003,12.1561998128891,10.8732307835629,-22.0002903938293
20,40.0200004577637,-124.073333740234,2003,3.61036365682429,11.1164631843567,59.9318332672119
12,44.7466672261556,-124.059997558594,2003,9.38749992847443,10.6843548456828,-39.725154876709
11,44.8066673278809,-124.059997558594,2003,9.50999994277954,10.7532063761065,-39.725154876709
10,44.8266677856445,-124.056666056315,2003,10.5449999570847,10.5403853563162,-39.725154876709
50,45.9133326212565,-123.976669311523,2003,8.5299997806549,11.0829008013703,-46.9855613708496
9,45.7700004577637,-123.970001220703,2003,8.05890893936157,10.6386959322037,-46.9855613708496
51,45.7549991607666,-123.965000152588,2003,9.21512484550476,10.6386959322037,-46.9855613708496
23,39.3400001525879,-123.819999694824,2003,1.76944447888268,11.3814022427513,62.2071666717529
22,39.4149990081787,-123.809997558594,2003,1.98012502491474,11.4146162358726,62.2071666717529
24,39.272500038147,-123.7975025177,2003,2.02166671554248,11.2588812086317,62.2071666717529
21,39.5974988937378,-123.779998779297,2003,4.65281823548404,11.2440345427569,59.9318332672119
25,38.3833325703939,-123.086664835612,2003,7.08212508261204,10.967978700002,66.3072509765625
27,38.310001373291,-123.069999694824,2003,6.91663639111952,11.1082392204099,66.3072509765625
26,38.3199996948242,-123.069999694824,2003,6.91663639111952,11.0919716471717,66.3072509765625
28,36.5099983215332,-121.946665445964,2003,3.00619995594025,12.0707108697226,100.724250793457
29,36.4799995422363,-121.940002441406,2003,1.95906664133072,12.0707108697226,99.2607650756836
30,36.4466667175293,-121.923332214355,2003,2.13869996070862,12.0163745880127,99.2607650756836
31,35.6599998474121,-121.279998779297,2003,1.27875001231829,12.5583999010981,99.2607650756836
32,35.6300010681152,-121.190002441406,2003,1.44784617424011,12.534754198651,99.2607650756836
33,35.6100006103516,-121.150001525879,2003,1.50712502747774,12.4557428889804,99.2607650756836
34,34.4599990844727,-120.269996643066,2003,1.76446667512258,14.2708445525751,96.1778678894043
35,34.4599990844727,-120.268179460005,2003,1.76446667512258,14.2708445525751,96.1778678894043
36,34.4540008544922,-120.055999755859,2003,2.049461548145,14.3767070346408,96.1778678894043
37,34.060001373291,-119.850001017253,2003,1.93721739883008,14.459003277314,96.1778678894043
39,34.043332417806,-119.780001322428,2003,1.77865220152813,14.5534237861633,96.1778678894043
38,34.0366655985514,-119.663335164388,2003,1.72121053620389,14.7417458163367,96.1778678894043
43,33.4599990844727,-118.519996643066,2003,0.536719995737076,16.4844930599897,51.5349044799805
44,33.4500007629395,-118.480003356934,2003,0.548839994668961,16.4749317169189,65.4043922424316
45,33.439998626709,-118.476669311523,2003,0.548839994668961,16.4652650784224,65.4043922424316
40,33.7599983215332,-118.419998168945,2003,1.46792855858803,15.9534576315629,51.5349044799805
41,33.7099990844727,-118.309997558594,2003,1.41882350514917,16.094422045621,51.5349044799805
42,33.7000007629395,-118.286666870117,2003,1.41882350514917,16.2405934752079,51.5349044799805
46,32.8400001525879,-117.279998779297,2003,0.766333331664403,15.3075739145279,79.2738800048828
47,32.8199996948242,-117.276664733887,2003,0.99676471773316,15.4574134690421,79.2738800048828
48,32.7116661071777,-117.25,2003,1.12507144468171,15.6793020460341,79.2738800048828
2,48.3375005722046,-124.687501907349,2004,4.84593333403269,10.2360267459222,-57.0726127624512
3,48.3133341471354,-124.660003662109,2004,4.45216664671898,10.116756073972,-57.0726127624512
4,47.939998626709,-124.658336639404,2004,9.34083334604899,11.254328745716,-57.0726127624512
1,48.3891661961873,-124.650001525879,2004,4.31555555264155,10.0818976519401,-57.0726127624512
5,47.8699989318848,-124.599998474121,2004,8.95387503504753,11.3245384407043,-57.0726127624512
6,47.8600006103516,-124.569999694824,2004,9.21772731434215,11.3713728974505,-57.0726127624512
18,43.2999992370605,-124.400001525879,2004,4.90342858859471,12.0269975132412,-7.70294046401978
17,43.310001373291,-124.393333435059,2004,4.90342858859471,12.0269975132412,-7.70294046401978
16,43.3300018310547,-124.374000549316,2004,4.69300003846486,12.0723330406916,-7.70294046401978
19,41.060001373291,-124.150001525879,2004,7.85184614474957,11.6561170400575,78.9048881530762
15,44.2000007629395,-124.110000610352,2004,6.89150003592173,12.1741378307343,-23.2451355457306
14,44.218334197998,-124.110000610352,2004,6.89150003592173,12.1874719310451,-23.2451355457306
13,44.2425012588501,-124.110000610352,2004,6.9893000125885,12.1874719310451,-23.2451355457306
20,40.0200004577637,-124.073333740234,2004,5.5013333161672,11.7154076707129,73.5857105255127
12,44.7466672261556,-124.059997558594,2004,4.35750004649162,11.4031989740771,-43.8382911682129
11,44.8066673278809,-124.059997558594,2004,4.63680007457733,11.5067538106164,-43.8382911682129
10,44.8266677856445,-124.056666056315,2004,4.96825006604195,11.5104626856352,-43.8382911682129
50,45.9133326212565,-123.976669311523,2004,6.17037504911423,12.0937665757679,-48.8892517089844
9,45.7700004577637,-123.970001220703,2004,5.50311115052965,12.0019806659583,-48.8892517089844
51,45.7549991607666,-123.965000152588,2004,5.30612504482269,12.0019806659583,-48.8892517089844
23,39.3400001525879,-123.819999694824,2004,3.91599995560116,11.9381369894201,60.0898342132568
22,39.4149990081787,-123.809997558594,2004,3.931749984622,11.9414611195409,60.0898342132568
24,39.272500038147,-123.7975025177,2004,4.050083309412,11.9337609410286,60.0898342132568
21,39.5974988937378,-123.779998779297,2004,3.80327266996557,11.8476623164283,73.5857105255127
25,38.3833325703939,-123.086664835612,2004,4.34275004267693,12.1240535418193,61.0601654052734
27,38.310001373291,-123.069999694824,2004,4.44981821016832,12.0941184731417,61.0601654052734
26,38.3199996948242,-123.069999694824,2004,4.44981821016832,12.0811839753931,61.0601654052734
28,36.5099983215332,-121.946665445964,2004,2.68080000082652,13.2826900714781,88.5875015258789
29,36.4799995422363,-121.940002441406,2004,2.02564285482679,13.2826900714781,89.68896484375
30,36.4466667175293,-121.923332214355,2004,2.10566667715708,13.271455401466,89.68896484375
31,35.6599998474121,-121.279998779297,2004,1.48033332824707,13.270370165507,89.68896484375
